,memento,batman begins,the prestige,the dark knight,inception,the dark knight rises,interstellar,dunkirk,reservoir dogs,pulp fiction,jackie brown,kill bill,inglourious basterds,django unchained,the hateful eight,once upon a time in hollywood,mean streets,taxi driver,raging bull,cape fear,goodfellas,casino,gangs of new york,the departed,shutter island,the wolf of wall street,jaws,close encounters of the third kind,et: the extra-terrestrial,jurassic park,schindler's list,saving private ryan,catch me if you can,the terminal,lincoln,ready player one,spartacus,2001: a space odyssey,a clockwork orange,full metal jacket,the shining,eyes wide shut,shaun of the dead,hot fuzz,scott pilgrim vs. the world,the world's end,baby driver,rear window,north by northwest,the birds,psycho,strangers on a train,vertigo,alien,blade runner,gladiator,black hawk down,the martian
0,1.0000000000000002,0.6723966001927384,0.6093680201260918,0.5361859136425878,0.7282441094759062,0.5446026962527569,0.6413098129255547,0.5342120733606893,0.5462982908109634,0.6475382451303758,0.5176259542187623,0.5399836862237058,0.6267044783650425,0.5703889195760685,0.54843024805955,0.5088059624947657,0.6993470126663297,0.4352557062103341,0.4986538764250501,0.6092020321607533,0.5615758745018898,0.6028127499170676,0.40618043460686853,0.654689212470553,0.51826691748868,0.49032047991079725,0.5612841572435997,0.5547077975239371,0.6375193373072068,0.5437188423275423,0.5430378869071464,0.5966504457816317,0.5428886830583736,0.6625492134253175,0.6135634914812543,0.628400705152661,0.577333306609871,0.580666985287528,0.5043603013899605,0.6085952195672877,0.6510487163140171,0.5561744331247478,0.6123945701971076,0.5334511173322506,0.5381074918559832,0.627830741275035,0.5271752749245872,0.5797319092577405,0.4362956203132521,0.530389053381172,0.6572279560182921,0.49160830933036065,0.635504141318771,0.6175104342085518,0.5893648209807455,0.5831630740107694,0.40419260953109926,0.692357907929371
1,0.0,0.9999999999999999,0.6069253203556148,0.7134890159577474,0.700626757317114,0.7085437985837352,0.6355522218092469,0.6367103021950893,0.5650044034456522,0.674035187192479,0.6686265651420308,0.6591511164201628,0.705879378768818,0.5687671099030072,0.6178416505087319,0.6069312410360745,0.7095389623593717,0.4876790389927992,0.6611512547390564,0.7257781529524433,0.5869597978541271,0.6208520317152711,0.5746229175681555,0.6620270055579465,0.567180642360289,0.5829118269246778,0.6820309720460145,0.6284689696450634,0.6202386815059595,0.5789561717313876,0.6275986744764251,0.5755986045138232,0.6119716171175931,0.6666307482448015,0.6875930471667032,0.6549424710911835,0.649352970649992,0.6071722894104036,0.5621566786346657,0.6580020954225596,0.7075000357018931,0.5865572721653293,0.6789611151847572,0.5873629228015562,0.62716972345682,0.7014122540103126,0.639282042282917,0.6223643358418373,0.45779544893272645,0.6754641767300991,0.7125295417074904,0.6318902509197019,0.6800984949233424,0.645319164345707,0.6370679755090363,0.6473774356856341,0.5453331489480479,0.7077444198269939
2,0.0,0.0,0.9999999999999998,0.6423039955485741,0.7676763085287897,0.6620714768193517,0.659342040681732,0.6109951465856849,0.5596789997040492,0.6566837260284023,0.5726434459233255,0.6716895970454159,0.5893490742394843,0.6068742593270209,0.6343604197321702,0.5936423063329468,0.6851217762080166,0.5013202296616681,0.6726017640624241,0.6678806904866644,0.6219326192419723,0.6871818028848609,0.48441279740637855,0.7186139335250286,0.6062358674202608,0.5760379552302507,0.5714282116408413,0.6602890552301108,0.593962273438225,0.6014688238288408,0.6369320244217073,0.7101163504882291,0.5507567514666764,0.6296125403653974,0.7128531324182834,0.6975863931300984,0.7669699748288956,0.5582321222377971,0.5040582022681928,0.5296206154637703,0.7609044991981223,0.6405174184070634,0.5945954896706217,0.5592331546040842,0.7202290837274683,0.6737056553498808,0.5517036329570293,0.5928700021722948,0.44504263756924933,0.585901980958817,0.7506082859419826,0.6025413513095835,0.719559114194666,0.6179337435521932,0.6412023850700651,0.6825664175494663,0.485023267451337,0.5897558919122331
3,0.0,0.0,0.0,1.0,0.6622797598978266,0.934739208229768,0.6116425386948715,0.7361450989770688,0.551243083051067,0.6732700106431511,0.6463864684911153,0.6664305691299739,0.6164029657887037,0.602935862280766,0.6617468069346123,0.5661877877384275,0.6612617361946036,0.5024984843355096,0.6491632353613599,0.6550955153125628,0.5415788264128165,0.5989232448287989,0.5855168883224288,0.6585500161211917,0.571289743667747,0.5302116176641506,0.5375496986033497,0.702833915295114,0.5441340676064348,0.6174299165021304,0.6061521303308942,0.5523676135707493,0.5063606576666754,0.5614900274184054,0.638477922975953,0.5621685760163277,0.6627668397727101,0.6177451494173646,0.6557763792926729,0.5978216902373118,0.736925291375079,0.6366848647960285,0.6467120516193277,0.5959408021136336,0.6440505536191665,0.6383347044294259,0.5999238171009946,0.5486444855449644,0.4885958135287938,0.6320782706502042,0.6843270219950485,0.5687679999422407,0.7122025655171743,0.5680349345181992,0.6023741668995536,0.6619908642715153,0.7059605955621389,0.58652290967005
4,0.0,0.0,0.0,0.0,1.0000000000000002,0.6869250178951999,0.8026625434042496,0.6762180481565346,0.5423368602782853,0.7635899062187217,0.6585143337734772,0.6907682078547612,0.6539593444335631,0.666049796153743,0.6876349105723683,0.7068254531113746,0.7276871005049794,0.543878930231881,0.6024370030902648,0.7315486918914197,0.5995384462241623,0.7416349774495545,0.4809628205749361,0.7477415274298639,0.6508338337595588,0.5592367943946442,0.6960189676467431,0.793630153511188,0.6831456361632096,0.6579801015436394,0.7117473614172781,0.663243576188616,0.7207859211273788,0.7051069135367625,0.7956407635391772,0.7759626628477821,0.7174617202179294,0.6660017701799811,0.5235759855043571,0.635812771041089,0.8167224695895858,0.7135765085106004,0.6478695252945866,0.6210775030059629,0.6919753391029924,0.8121074538642556,0.6357477260526916,0.7039630625834941,0.5300912256907772,0.6480229005372086,0.7838839973102956,0.5576437692207667,0.7531422914849567,0.7456106765408457,0.611302021723616,0.6433619782251558,0.5474392287812643,0.6972185164612499
5,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.6569094984328062,0.7521079766911893,0.527790880682351,0.6864344840434733,0.6096276766406595,0.6931827010768835,0.6710188841917277,0.6112626864096706,0.6478953002308911,0.6138646867828157,0.708465122642461,0.5088801154760512,0.6777245971840088,0.6406395612179115,0.5654073455305049,0.6366240374161501,0.5784056539584714,0.6445210881508925,0.6153777446927547,0.5705400800620575,0.5459510720390531,0.7164763006811742,0.5958582438738683,0.5819263880916028,0.6408309434738569,0.5895623447482579,0.5253488034282174,0.581714783360236,0.66211708620721,0.5765102065700005,0.6762422717658363,0.579891002450549,0.6142613409832242,0.6073109411990358,0.7839510718003921,0.6873662348073527,0.6454838586352213,0.6106108111436429,0.6689419245684389,0.6878591921902698,0.5899969498348103,0.5679589756843059,0.48274823222823804,0.6385109275443912,0.6609033902159486,0.609576262128845,0.7011929781728291,0.5838317568928969,0.6361662297942392,0.6861211549820608,0.6824865269686061,0.6067265706281953
6,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,0.7014282574550404,0.6065202643180115,0.7597455827118424,0.6022044146507032,0.7244145202533194,0.6957925909534983,0.605161305978387,0.6592451258809556,0.6363684180668243,0.7264716226143288,0.598457429177125,0.6456583553446614,0.7181092162620313,0.6025068145997847,0.666162349394767,0.5036447728086422,0.7277784917911346,0.6375749378399859,0.6455624978776592,0.6558572353929338,0.7970058087518999,0.7820134676299163,0.6612957354634712,0.7618510507050433,0.6520511476386119,0.6604122471887617,0.7874098060559467,0.8260222235122483,0.7255730330657384,0.7221790419276626,0.6340889318538044,0.5376211378538068,0.6610830562620431,0.7643603567707515,0.6982749581278719,0.6195182519940886,0.6598372389567125,0.7360673729933893,0.7824220180476359,0.6088133011584461,0.6829660629029108,0.5674363947718919,0.7301760832495788,0.6862256232787685,0.6081303405350099,0.7616839971008273,0.8195283107294393,0.654582323077021,0.7222435097291745,0.5479759425282612,0.7964356808822751
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.6019039957084578,0.71124727808469,0.5609229290336349,0.6302116554669139,0.7166451902986698,0.6495511222113924,0.6304609861531025,0.5954838229800301,0.6152447588636091,0.569223583285629,0.5855054894253174,0.6683912079287249,0.586986841665249,0.5902583144188586,0.6053024524861789,0.6755332228153439,0.6613953063799543,0.49606219784946015,0.5920244107343425,0.678438725065047,0.5618456373838556,0.6147163129135036,0.7212302510532534,0.5983324870022606,0.532392214176235,0.6073141950299691,0.7556042476096454,0.5797483572385934,0.6536543073968657,0.555934984747699,0.5477051882207068,0.6499834211709098,0.7315398812154186,0.6151393128610215,0.5971886248141564,0.6741657086760979,0.5738269345908716,0.6695528418742835,0.5740417161871234,0.671624695547303,0.5234315583011273,0.6882058268923155,0.6718301156033522,0.5845947124627221,0.6885162572816043,0.5571660071842357,0.7200704546002934,0.6220383526968924,0.6463143616123496,0.6443440256392893
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.5099622372630197,0.5050347111621952,0.5197089344457211,0.6519458023688979,0.5226816002276061,0.49303918307971933,0.4202229290797624,0.6156436995127684,0.5414287343698968,0.6924387956850615,0.599629588165068,0.53555771133826,0.5431069099929079,0.5001578732212568,0.5968325185590766,0.5520980403170638,0.525666351640382,0.5551674632230995,0.5480765919605952,0.5837068061747235,0.6112566673471355,0.5584211193171286,0.6193438368821418,0.5105007269476206,0.5956601016739297,0.6393756993951325,0.5414754596183781,0.521519404676037,0.5479264938448225,0.40843435165093833,0.539726445386086,0.5637618595349998,0.6166897250320925,0.627302638745274,0.5488906878117636,0.5423783577665298,0.5870718154801882,0.61890596998447,0.6226796281110925,0.5114562760134989,0.6372821116337611,0.6297563476367721,0.5596792985514271,0.666659801942172,0.5368014969014901,0.5248284080644414,0.5497896415164912,0.4725695082108345,0.5878270937264842
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.6372785528432283,0.7385094611078001,0.6508081345713002,0.6472160371561058,0.6697473577518775,0.6626061943692401,0.6469826222721767,0.5171354636794171,0.6454860548222524,0.7612770074977191,0.646016941641956,0.6229176339710611,0.4989615421749414,0.7386709546129739,0.6602136967460125,0.6393175535273206,0.6647632151353171,0.7251670338583641,0.6239977946358851,0.6447508956710429,0.7215170327348313,0.5038450173406372,0.6411326539966791,0.6883758993110752,0.7484871160281136,0.6230175339634275,0.7582637265675767,0.5398746660761582,0.535598634225192,0.7297451493818962,0.7575028480406861,0.6165919973200098,0.6449728328370352,0.7083997738793225,0.7585586788986255,0.6895702903081145,0.5589590443176277,0.5271918732113432,0.5306022507326076,0.6733098968048189,0.7930382356019361,0.5588915312968467,0.7039833055156537,0.6754306597979073,0.6018838326484285,0.6156487953491687,0.550071565166709,0.7260462781913395
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.6713792199409652,0.5794440077432317,0.611984880325646,0.5686698987694596,0.6087063349714835,0.6315591656044974,0.5104139177615967,0.6256158090583254,0.6436000815210725,0.5730040612245999,0.6855986028803165,0.5712001034424665,0.5656167503358316,0.5171269414136318,0.5748613600331044,0.704136977358537,0.7082620549209258,0.5717732745502284,0.6143041068277224,0.5745799807540664,0.6059622486002794,0.684040584719869,0.621383622649153,0.7014373055091018,0.623081043586747,0.6158994419827747,0.5633702675583276,0.6475279228640106,0.6205300998005515,0.6468122519957054,0.6005746546710682,0.5429540782953394,0.6255541108587817,0.6640111249650572,0.6640669995702924,0.6494749173219508,0.6602928133112761,0.4791665107012727,0.6559094691927042,0.6813911663126406,0.5519555230433545,0.6637713517095902,0.6262553697709372,0.6308704050900696,0.6000516968632607,0.6948176648376191,0.6237368773571231
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.6523817987432682,0.5638609797642749,0.5720577010164192,0.6886448644119001,0.6663711121619335,0.5663665065705147,0.7040235206643698,0.6863533281904376,0.5644123048354006,0.6463558697591475,0.5012748402921543,0.6721947246886012,0.5735935287035034,0.6675900270391522,0.6065286609859311,0.7459569956164832,0.580530031561971,0.6221432112771542,0.6610818619826044,0.6112587144910119,0.6598084380321094,0.6770239691366855,0.7243368905377144,0.6350262581005093,0.6721744431074389,0.5509121982944648,0.5212540323466682,0.6185945645669229,0.6868479356667867,0.6061281052907452,0.622631198869735,0.5470729976484586,0.7436410268476717,0.6997086686603702,0.6264734881880283,0.5913161364219244,0.4202335726489255,0.6860278260208468,0.7106623968353128,0.6037148015752064,0.7138868477708554,0.6892685839168861,0.6120951252596449,0.5923635546811937,0.5822135790744319,0.6840613120572897
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6380862265194809,0.5719137416206047,0.5514025036683655,0.6862247624683036,0.5363782370707302,0.6955484471550685,0.5938605923488841,0.6497001803172445,0.5895314309361348,0.5390969512938221,0.6177100299612904,0.5728365792493066,0.59183383479282,0.6679158136405047,0.6615632097158016,0.7109900140602161,0.6195933336675664,0.7514469455892743,0.5801390959112358,0.5124353223079681,0.6154409593164694,0.6970922867074109,0.578520183999504,0.6748372130257672,0.5231377853472793,0.42613672981829104,0.654970857737852,0.6636693584292314,0.5864755561099892,0.6269629920815973,0.6302958733561609,0.5907813811305744,0.6845816475507401,0.5867333207117499,0.6446856081258414,0.48519705681738773,0.7067748777131206,0.606046654715746,0.5825807113732789,0.6264039740010936,0.5884436582636631,0.651909012554218,0.6494426885620437,0.5251921032472735,0.6765621413656054
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.541762166097555,0.5565403455772888,0.6181630807999867,0.5541249941760787,0.6557703235629789,0.5892564581052901,0.6260539664605961,0.6271101452099284,0.5504463649376229,0.5771105858844361,0.5932708261224493,0.4347562503235955,0.6334387756428818,0.5766284126864731,0.5140052480715613,0.636133099198771,0.630759460463556,0.5224386105229493,0.5755349474059703,0.5355039879915959,0.6611003510888999,0.6087382064024351,0.7169536085786202,0.5156871998531974,0.4954188294549141,0.6154293381149658,0.6843687242427149,0.5559747766931277,0.6086262030681018,0.5898590281320656,0.5666351514767937,0.5955433764140299,0.5705377714991391,0.5967320341645593,0.4356909773089258,0.617962289870834,0.6357392980520284,0.558424462007863,0.6467330961211079,0.5551099587019068,0.7236452314762369,0.643658435580265,0.5307888605984267,0.6019994209563871
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6260726290174077,0.6933044678509223,0.5121630603360022,0.5983858328327785,0.6386207132221771,0.6006764334993178,0.6352395369253125,0.5209012303776349,0.6999186546111894,0.595341313821573,0.5750849948234648,0.6286290037693653,0.6642397949303711,0.6153087637559169,0.5326054532285747,0.6726327127182682,0.5628558751819736,0.6271217467310937,0.612324653472783,0.6754320434585097,0.6697267292327512,0.6316387626472116,0.46784722426504904,0.592370698688486,0.6306280620052037,0.7138224733257325,0.7030215859005676,0.656301699893953,0.6909563655190578,0.6174333208554464,0.6332640271389416,0.5247673292189533,0.5468238883750685,0.508478888075298,0.5842969686735565,0.6500625390814194,0.5185538223151356,0.7127866341589449,0.6142487152092896,0.5755875053536831,0.6483761969598485,0.6270141715271202,0.6092758799248842
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.6174160498393778,0.5100802971819713,0.5606305044060623,0.5781696206631569,0.5353670237934685,0.668320598557156,0.5465671486780289,0.6547781599180519,0.5550225919386157,0.5288604796029132,0.6395450965837977,0.7399119312534014,0.6029953206016411,0.5401203978426988,0.6177298400438149,0.5288491038020862,0.6145603708293811,0.6360210163952965,0.6965211337310906,0.6434568250042623,0.637593967453529,0.5022594860967461,0.6053446025845866,0.5534920447894932,0.681619745373836,0.6046077878392226,0.6481038106100561,0.5521454838642439,0.6531793282822441,0.7074050963576929,0.5882172982083104,0.5972405428077496,0.4258791125417888,0.5631186934358512,0.6544677441692907,0.6236643616878231,0.6165400812519949,0.6597459623021213,0.5116084695458967,0.49578025784835367,0.5333973646483937,0.5477428424282532
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.5929746790834389,0.6453785043879506,0.6860592757586428,0.6222289818635458,0.7135648011183287,0.5939997619844141,0.7115558473243645,0.6292825901943347,0.6770514799238452,0.6544155927732525,0.7074659088927107,0.7091689491091313,0.6295672293931754,0.7008874459476329,0.6995265934017199,0.6908094136099914,0.7390379086303241,0.7269494334623102,0.7426766983443005,0.6886130667230859,0.60524144829381,0.5744989758641167,0.6432989411735532,0.7406203208183075,0.772947704654878,0.6909220881398761,0.6617056308249226,0.6755079266137485,0.7364384370936418,0.6052783858443137,0.6395596964359137,0.5117047752187144,0.6501123399746578,0.737050802789081,0.6933963497313206,0.7031132219273764,0.6950411230634108,0.6346397886170556,0.642771806061225,0.556178813042833,0.7018234095371255
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.5054827630818508,0.5238254873859705,0.48156954992264905,0.6031140017923886,0.38088767451160327,0.6066513684386954,0.5488238662704373,0.3863893918595691,0.5299833915880556,0.5991291725003235,0.4933425921396732,0.4865572207976292,0.5686500140434891,0.549366437673553,0.538374689798898,0.6390467582271486,0.6432194916221609,0.5884135712493705,0.5754834786327749,0.5077566820726583,0.35169649122867297,0.42126671061876325,0.5222183565732582,0.5299496745542212,0.5358439633265581,0.5651131265611863,0.4124168751806377,0.5112405065684398,0.8141675123951205,0.6364159736685284,0.3007972942187997,0.56476136888395,0.5120221322114811,0.53780481586788,0.6574725584500871,0.6131143470778875,0.5992048461346706,0.5885397410430957,0.4555073564462323,0.5872508102395231
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6777214801379087,0.6411868558099469,0.6987074450265084,0.6133807160283669,0.617555777283653,0.6075218581014254,0.6819348246459154,0.6681595965007234,0.6456902027292382,0.5648919698400188,0.6578392913284105,0.6208735420389533,0.5570646681830593,0.5569014384560086,0.6091363617120262,0.6792167293333821,0.6238670928986352,0.7258145246325807,0.5071378765648381,0.452650718252394,0.6689213346807547,0.6990685573340308,0.589516064673264,0.624827631010085,0.5681313507903534,0.7200014965023528,0.6416753094145295,0.583286851153104,0.5784625129857195,0.5300252832883156,0.7074725845889075,0.6899187439653282,0.6643239164038806,0.6592851706956877,0.5966691208915276,0.6354500562790166,0.6888607248902627,0.6143463938592163,0.6025921619003767
