,inception,the social network,iron man 2,the king's speech,scott pilgrim vs. the world,shutter island,black swan,the fighter,the help,drive,moneyball,hugo,source code,thor,x-men: first class,rise of the planet of the apes,fast five,the avengers,looper,the dark knight rises,lincoln,django unchained,argo,the hunger games,moonrise kingdom,brave,zero dark thirty,man of steel,gravity,iron man 3,the conjuring,12 years a slave,despicable me 2,pacific rim,world war z,american hustle,gatsby,gone girl,grand budapest hotel,edge of tomorrow,guardians of the galaxy,captain america: the winter soldier,nightcrawler,interstellar,unbroken,birdman,whiplash,spotlight,the hateful eight,mad max:fury road,inside out,jurassic world,the martian,the big short,the revenant,star wars: the force awakens,sicario,la la land,doctor strange,zootopia,moana,arrival,deadpool,moonlight,finding dory,suicide squad,the nice guys,jason bourne,it,get out,dunkirk,wonder woman,thor: ragnarok,lady bird,call me by your name,baby driver,the shape of water,logan,blade runner 2049,phantom thread,black panther,avengers: infinity war,a star is born,spider-man: into the spider-verse,a quiet place,deadpool 2,annihilation,bohemian rhapsody,venom
0,0.9999999999999998,0.7318593417008413,0.6718004792327262,0.7525021007243939,0.7594626833678582,0.7118186874355812,0.776003878108231,0.7364114842629902,0.8206831277996672,0.8462890595238378,0.6964392816766763,0.7669494898505046,0.8167702088049322,0.8471621341341612,0.7362858450257924,0.717163314634373,0.7603150828903051,0.7958984040853242,0.7897486763922514,0.7447789181996854,0.8513174002658295,0.7193214304092161,0.756613370813368,0.6807560200761068,0.7501306473994526,0.8083475595831435,0.777675893003538,0.7369027543651393,0.7855014696079048,0.6775774740964546,0.8280132265687797,0.7513523586071724,0.7351368378633417,0.7991835543930155,0.8131418774479288,0.6901646994860478,0.7742113117024586,0.8208185727026117,0.6051732299668803,0.7937321768751485,0.7704602743960214,0.7551423342985235,0.774989745991697,0.8649843039643764,0.8302062384261544,0.7363734822430149,0.8519322506011978,0.8067170414489069,0.7465522778020517,0.6104204905212159,0.8657762295478486,0.8061627645069652,0.806675634958604,0.81360610101105,0.8411458384798163,0.750073055485623,0.8198702655607687,0.722259466071899,0.6999268254952715,0.8059086677345986,0.794310393656955,0.7995030190510228,0.7686085493468803,0.7972132017412039,0.8054885890268866,0.7800913250876836,0.781820878841884,0.7724762629674121,0.9014656952074569,0.824067474187781,0.7443735275466596,0.758388695857355,0.700429379139773,0.6728365738703959,0.743309524351766,0.7498517826668919,0.7415373656627442,0.7744106435060302,0.6347045144308229,0.690022340871791,0.6791439823322799,0.8224462794092305,0.8026313927604317,0.7650798803236901,0.7965909383666814,0.7183256896252508,0.7823102325218457,0.6555589559846382,0.8009206933347902
1,0.0,1.0000000000000002,0.6028221843927875,0.6339295960451385,0.7323706381837932,0.6149541587444417,0.7156752033904951,0.6674623445229001,0.8163749033547514,0.7639562583619467,0.617187842661576,0.6535348540548475,0.8030634151741776,0.7113932850390653,0.6334422069130403,0.6546514276051226,0.7447481833296483,0.7506509222849855,0.6249231916447089,0.6284243491164787,0.7110213746768148,0.5882438478799001,0.7099951677064071,0.6814429081779693,0.6494588913220782,0.6971147598494674,0.6410451713372891,0.7061290718562577,0.7285367932884775,0.5543557457165237,0.7060900786948394,0.6367307255872291,0.5815873737020608,0.6818846547785211,0.7708018592369901,0.6920372457813839,0.6399939199574833,0.7247033128044434,0.533620768770511,0.7179455759489438,0.6699178960170621,0.6009204839468427,0.7190661711274768,0.7466378885983949,0.712320364745116,0.6101054423754116,0.7088865462142444,0.7812872690097553,0.735486292371495,0.6164212877366257,0.7491211408502336,0.7615947847594057,0.7196657656078245,0.6995586047749287,0.7255867312163308,0.7081246497399364,0.6989899969091835,0.6607920876197686,0.6659402787084738,0.6566454388227217,0.6947400583167811,0.7413810562946331,0.6711857712838709,0.651774275407471,0.6629116238865309,0.7090636772623763,0.7139552120928923,0.6422009639477155,0.8102984066041649,0.7939480364907295,0.6749972207759979,0.7085277174549296,0.6578519971065859,0.5985730928123414,0.7488526254561075,0.6715616832020593,0.6877030385516828,0.6783246086241682,0.5384384085654311,0.5558196995925795,0.6357584338779937,0.7041504479727959,0.7155879243017641,0.5994582984298179,0.6950142601814179,0.5912538162899844,0.6783450602445217,0.49113895496608684,0.6753215541197897
2,0.0,0.0,1.0000000000000002,0.695208094217017,0.6075991423675984,0.5016262234136545,0.7005176581005196,0.699263611228274,0.7414271257053987,0.7036367411960821,0.7295666211853449,0.6586246779631459,0.6120663018450605,0.7124799863520436,0.710544913144473,0.700227038055241,0.6832291549665467,0.7449104594716456,0.6779821139377673,0.6851910826701579,0.6953741201681879,0.5815875180542989,0.662636896023101,0.6548883749008791,0.7256723413606653,0.7191995854312586,0.6782247686916596,0.8371055127372026,0.6885613978777233,0.7664349624025794,0.7175586302422392,0.7395238392136831,0.8145990284673185,0.7109590937247656,0.6375403649432723,0.732992597870546,0.6414822941433385,0.7009192546322195,0.5490322071695184,0.606085599727806,0.6530731570069385,0.6373966267699201,0.611458928940582,0.6914273271022422,0.7375662833289125,0.6678572100555263,0.6055584339915717,0.6206109643574741,0.6811777085205274,0.6585350176528684,0.7237145123574736,0.6083694868639572,0.7232351970042449,0.6850662604427248,0.7576678681529206,0.6702998274314773,0.7463623186570316,0.6558489246336442,0.5818161661389977,0.639592006655198,0.7135865662741642,0.665709725353246,0.6683087570247779,0.6701219796590648,0.6587978902621545,0.7358979011922674,0.6861034822144069,0.6355042504900299,0.7584719964535073,0.7318349880913437,0.6754966103713588,0.6888721536411251,0.6854917537758374,0.6473792995781689,0.6535399962249466,0.6681362740708441,0.6538369067663051,0.7320930413171063,0.7412439211173787,0.643320474191704,0.6512249508474172,0.6853698421326858,0.7436435122103463,0.7100750599856649,0.6717504822600696,0.8017270639942271,0.7078413487272875,0.5638994662490748,0.7140847608903108
3,0.0,0.0,0.0,1.0,0.7136439726442262,0.618296309096012,0.7501438711184385,0.716944525913121,0.7964489278004439,0.7387681400259586,0.6816834065586453,0.7101268834675373,0.6805914621552327,0.7673525792512376,0.7070565846645934,0.6759404596147814,0.7103429046791981,0.7524506695390488,0.6624561430644682,0.7658498641204049,0.7575752161485785,0.6068270514605333,0.6339814821732387,0.6788810168662213,0.7052018002215361,0.7323872134529958,0.6528753786107451,0.7401459439514299,0.6791406556904779,0.5664558257559037,0.747643405215531,0.718846188700971,0.8047163815135018,0.6900491127386589,0.663446021650235,0.6933089513973119,0.7324504425131563,0.6497749479791989,0.5913657761176655,0.6483789710375757,0.6901554832297067,0.6543983094683973,0.6582485157532572,0.7105571145662787,0.7492791424362626,0.6506879800827652,0.7150978146905661,0.7281107937241499,0.7632629688119524,0.6177978290670354,0.7040735443611493,0.637696837597626,0.7119154386750334,0.7667397811528529,0.759130978903951,0.7013846307994925,0.7222727197747186,0.6446545041167072,0.6644114642497796,0.7108174785338187,0.7025132089086783,0.7142474024936218,0.7180995935320692,0.701498011755528,0.6688916936261007,0.7585805555340059,0.6962717937646966,0.6741821243922389,0.7839127075133874,0.6758559512432939,0.728697402241696,0.6045604923871872,0.6296697950597727,0.6430537238142223,0.6720785277230555,0.6934780997457125,0.6426063708430166,0.7095117134287084,0.5863760318796319,0.6398514322344807,0.7107082452815483,0.6854500283257211,0.7227605931716087,0.7893329031814568,0.7558304719566242,0.7610874613997384,0.7069305405973977,0.6506090259159582,0.7549033000984432
4,0.0,0.0,0.0,0.0,1.0000000000000002,0.6499352941611914,0.7484477446607533,0.6960370485792187,0.7757860201554476,0.7571200964280168,0.656424566418229,0.709911418189294,0.7298496452380946,0.7117901990366122,0.7188090487623868,0.7315048962698188,0.7362775856808421,0.7567034874504885,0.678539191027504,0.7120192237120827,0.7043872520385567,0.5835680989539641,0.7151262503112934,0.6783584616847945,0.7216346660365082,0.7522816140133766,0.696510245491541,0.7288951509177223,0.8030976456697227,0.5935054288790202,0.7296107256995291,0.6814355978366033,0.6321027257075047,0.7802047119190106,0.783983221207486,0.7324485689602396,0.7346108985510111,0.7456912672667245,0.5601100086933979,0.6993264735967437,0.695428598196875,0.7204119261475977,0.722598483748259,0.7810818930349103,0.7033653966455848,0.6675278901678103,0.7383244189856034,0.7337222357660017,0.749321856040358,0.6721969603445904,0.7586623554803343,0.7677391632502324,0.7496096695698184,0.7859490787747183,0.7147783894423719,0.7089986985555282,0.7123566388336563,0.6693145495504395,0.6846122491528149,0.681637421068149,0.6725353570439844,0.7994340176093526,0.7022278096530562,0.7073560696636159,0.6857068211098478,0.6747140809891236,0.7288958178920026,0.6992133926039489,0.8000979051566227,0.7578085691110075,0.6523910330715036,0.6885353486897647,0.6075806973672495,0.6641917351197231,0.6557122794094276,0.6861379025580606,0.7060456850456229,0.7209105049888681,0.5689940081357088,0.628946243170497,0.6801844851982259,0.7255878515467584,0.7791436663678708,0.7383699733769514,0.744711117913884,0.6181104756002469,0.6463721145132183,0.5803179314249208,0.6872030836947113
5,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.7474131151590782,0.682357713683743,0.7273753438511266,0.7583162534324501,0.615242855225082,0.7565020506704655,0.7205820830697898,0.7517221840771252,0.6648509729816041,0.5237792318104693,0.7085956161488232,0.6680368997749547,0.618632993753905,0.6838463096136468,0.7102121264263125,0.6606863126942564,0.6218511294236756,0.6365746558804767,0.6105838532505911,0.6514534809927587,0.6591776480228495,0.6655135013463708,0.7012503620475483,0.47701480975372856,0.7161757382669774,0.5980386748225538,0.579911388090866,0.691718705314731,0.6162817971402393,0.6593818056415169,0.7370214851580018,0.6417025037538536,0.6517794442880018,0.6251744645276288,0.6614821184854079,0.6707746643003987,0.7374222048286962,0.6770157968860236,0.6110599994418455,0.6707268560760675,0.7054137694104657,0.7493517077890808,0.6515224701946348,0.596130523084065,0.7142583683772916,0.7011856306233822,0.6926029537712118,0.7235835441192477,0.6971234195512709,0.5533505668995152,0.6739062043470901,0.6377790572556529,0.6621741137438507,0.6119630177622557,0.6569924998369403,0.7259606516159957,0.6825823858472775,0.696105397698809,0.7026039519343577,0.6247054072542778,0.6177839026404431,0.7230901843664144,0.748467496407543,0.6842972282991849,0.7006212699597163,0.5593124376723126,0.6110795516845593,0.7214691645143185,0.5522275127024137,0.6932761640545705,0.6800994891011545,0.6538640323025109,0.5100895157724539,0.6066241151578493,0.6249808340009967,0.5986625432727491,0.6463439892998699,0.6388887145534264,0.6516541028531957,0.5906892589841003,0.6072789363590775,0.5941967170797149,0.6853724166327588
6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7046156632801922,0.7916091223368459,0.7763057018134703,0.751257160722179,0.7487463447275337,0.7125503265470787,0.7861859372077202,0.7211860291025539,0.7099263644801239,0.7434004702072895,0.7743801885106274,0.6961671851466816,0.7699067304010709,0.7806370422386606,0.6364194120913412,0.7229314241347718,0.6459836097859425,0.7186150670368221,0.837747710423021,0.7554051632617613,0.7852435312456929,0.779478838165901,0.595535313463263,0.7663364825479365,0.7340879141438744,0.7332044391111365,0.7520626753027938,0.7396071676770115,0.7263143389572361,0.814263922223874,0.7663341259473058,0.7378347001853413,0.6584421469397459,0.7365181146024169,0.7471153720606741,0.7742858216534643,0.7712748114038379,0.7863387900782285,0.7434545460833616,0.7705131283559378,0.7747029310659437,0.7524140632105296,0.6585607368361533,0.7798884135442474,0.7448870386727108,0.7853323314087834,0.7994242202779726,0.7962672558788001,0.7068057094437709,0.7737718720357892,0.6918716265411705,0.6870766770544403,0.7096488376187251,0.7417877082560022,0.828041120348834,0.7451120906447384,0.7630902603470058,0.7627909383736836,0.7173573843506378,0.7430430712138845,0.75432801760075,0.8355475667237446,0.7647109882797255,0.7638690314813872,0.7545077767531452,0.7012149571797697,0.8399457716223847,0.6853900799197241,0.775134099014452,0.7793619125908564,0.7624098743437738,0.6550876069104301,0.6730758584130743,0.8481983284551313,0.7261559148293366,0.8374454195939108,0.7062757075829539,0.711270738839169,0.7100997281334364,0.7242578111714175,0.7097312695220467,0.7771716714569428
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.8163273475305459,0.7671749489016538,0.6704620650568129,0.8191265248678182,0.7012778187499193,0.811477438513092,0.7534492682983321,0.6860343757886006,0.8122938405227068,0.8096899322834223,0.7048364320149896,0.744873422849976,0.7084373976358522,0.6474694556923873,0.7523011744383192,0.7437745383744977,0.6732214303768056,0.7785435415840528,0.7074542720558569,0.7713835514047099,0.804623274735637,0.6063976298283419,0.7141403087875491,0.7300571009488687,0.6838213425373801,0.7408570133423104,0.7262150700431707,0.7783775550658601,0.7885059948492225,0.776391135582929,0.6137215431224099,0.6468881862888526,0.7546429127603236,0.7060572186713796,0.7915938223101754,0.7726186996973435,0.7180594372456705,0.6926124240950667,0.7273068517895446,0.733301347124717,0.8290839179788142,0.7290935630351641,0.7553177962302147,0.6971175342383898,0.7650074317554209,0.7884870855561196,0.7813700406785742,0.8013559196897354,0.7323921705646707,0.6942011911375748,0.6841609998748696,0.6749873138163764,0.7194323767892695,0.7622124297639401,0.7370691778720375,0.7375044167592355,0.7012723619790787,0.7516162804705446,0.7316448027334305,0.6802455517642882,0.8269723109658983,0.7909120227144112,0.748847515643782,0.6587782207787036,0.7199069575407567,0.6833566016623431,0.6614385392398667,0.7037106575834784,0.7345360320807739,0.7840968547528169,0.6375277290958384,0.7318480656597037,0.7381985678877682,0.7832799272063051,0.7360938953469249,0.6863805166113974,0.6924377661877296,0.6937463301308152,0.7412878813413508,0.6062304202070439,0.7605165941780896
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.8939235054071835,0.742980422226109,0.8488434944973281,0.8341705539862101,0.8749001986159067,0.7842136517486499,0.7632526392901867,0.8634350228410534,0.8778186839422596,0.7539251022226907,0.7424796098706401,0.8339738874055458,0.6783805996840236,0.8037257551842606,0.8085853535887141,0.7297610402318524,0.8415219933376935,0.7713927542106332,0.8258261700538226,0.8660976190484253,0.6968586779618064,0.8171997026421368,0.8136327299364808,0.7748833280234806,0.8008501127210559,0.8201545349467702,0.8034646314145527,0.7886619356994629,0.8231686945038236,0.6580120458109037,0.7420879899413468,0.821975280689344,0.7317194759592776,0.7952605379844311,0.8511444873480021,0.7921621279562866,0.7003507353614423,0.820048805002021,0.8472222808536098,0.8362599091728101,0.7333762071840151,0.8533991611503995,0.7971395304767787,0.8511163256292734,0.8575240843066881,0.8423065893461916,0.8000342787640733,0.7862441784560686,0.8081408477693771,0.7634660063204817,0.7352263504799373,0.8009906024619531,0.8496983242094291,0.8201788353090328,0.7709744863923481,0.7904330331263378,0.8077819427975372,0.7900270872625144,0.7619071804040215,0.9456545533504946,0.8839065436323318,0.7833619557142122,0.7832751475614168,0.7453904093555412,0.7241134048015476,0.778236417038441,0.7996702194217388,0.8354099142023489,0.8294783575502074,0.5773488141613231,0.7340399929991726,0.750762501029827,0.7942768261589308,0.8235144438348432,0.7506003974897625,0.8389511881871281,0.7729285452202662,0.8063594421734505,0.6261254641967229,0.8341435771263392
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.7159832060116946,0.8033806468733856,0.8341162067661971,0.8514595577140714,0.7547719594083344,0.7626369369726569,0.8307578720398833,0.835961702967795,0.745600110943993,0.7602576375452738,0.8299925215578042,0.744511297572937,0.7890071199733975,0.7343959848869632,0.7779942596498298,0.8184740534768072,0.7888508569573908,0.7758378071915373,0.8678185368126882,0.6654596161363547,0.814518121106489,0.76540499976836,0.7482799245708107,0.7880024113141696,0.7833531326381306,0.7448460908432691,0.766858831500036,0.7911940068589456,0.6680272195126606,0.7975120637314945,0.7963824809136998,0.7009613238128536,0.7889360597800944,0.862649069407223,0.7990301645699148,0.7370974103252118,0.8088807854405037,0.8056867903420413,0.8102317770839393,0.7321912885588929,0.887213455049529,0.8022852466503645,0.8440541896802507,0.8304759930925909,0.8392484142760515,0.7592319719511849,0.8344499651839362,0.8120831860430604,0.7694987155771672,0.7157884467274265,0.7643526058563948,0.8514549439060173,0.7800695898269091,0.7657577857354092,0.8114305241092729,0.8136120898834064,0.79502822844748,0.7916110592669768,0.9314587400826794,0.8631626728638543,0.7992889656080246,0.7481955519414618,0.7141480840512691,0.7087919081812492,0.7420733411970762,0.8335888344411693,0.7866987410518311,0.8075883439412371,0.6384661652206722,0.7285140630778048,0.6870782873537089,0.7698127845499816,0.8055623576971032,0.7921916468181145,0.8324631658839287,0.7311384976751278,0.8049205071773469,0.615439944692836,0.8279037160840467
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.6838175387268264,0.6352000041004153,0.7574225479987936,0.7936567179123899,0.6393623051961423,0.6804787552883371,0.7840686244129447,0.6584661928136172,0.6622375768855865,0.740882513595237,0.6795744591803567,0.6660129383956933,0.692945993850291,0.6863898171918718,0.8008465222863848,0.6853998040874233,0.7827471345528692,0.7287633825320978,0.6776689799444688,0.7170469911838795,0.6566254280983799,0.722614654157403,0.6936722495216175,0.680381280405346,0.7062534397293931,0.7636343620615502,0.7144981490171427,0.6085142470138547,0.5871567116145383,0.7545006310297888,0.6875406036064516,0.6817599744191954,0.7330109330297788,0.7544703764691886,0.8235564039387471,0.6487400871898543,0.6508461889392072,0.6825180088048024,0.7691327595972137,0.694429372306882,0.7255230359811846,0.8212379928422906,0.7202238058135124,0.7584549914899487,0.6833764424285663,0.7272691537250568,0.6753403726151621,0.6357996210879193,0.7018098112066198,0.7907116734258428,0.7205438538903078,0.7490558412105774,0.7363667265573453,0.7136032890390682,0.7000254745637612,0.6942972192072177,0.7694203282882341,0.7800876703110325,0.6976240036111356,0.7059370913067914,0.7084828121873068,0.6946449074497002,0.7154549144521392,0.7593530294483298,0.727296962124518,0.688507449297639,0.7268773774522687,0.5802986736580955,0.6382585906703807,0.7567324325382752,0.7378464456756584,0.7601039010072445,0.6798475945436219,0.680223877555294,0.7057667370792948,0.7685878980272,0.7092532485475435,0.7885230916973045
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.7796705893181083,0.8574601257201981,0.7485347998181386,0.67681508015988,0.7720872004755622,0.8325292306005657,0.7142837103028994,0.7429492643953648,0.7569531880101935,0.7215782829617957,0.7983027377257911,0.8103337060742394,0.7071456811266862,0.8027887954952048,0.7455480199499565,0.7725930384755589,0.8542889896379945,0.6151929780461813,0.7875591075094895,0.6915707020051873,0.6922779786416148,0.7213503388702506,0.7673748416124685,0.8070264367209378,0.8427356365194769,0.7917764336637653,0.68320812769417,0.7249991731881686,0.8352266788246248,0.7310426514815713,0.7935284743111409,0.7779837679967131,0.7390051402337587,0.683561827479547,0.7612495979257947,0.7417349562093913,0.7804962517897923,0.7072763624213214,0.8003896726580609,0.7706221460538769,0.7905714873163374,0.825936198062281,0.8068357544244366,0.7323808099151433,0.7734565596931811,0.7492677732099555,0.7545323875303135,0.7190308620050727,0.7747415952440696,0.7893231085013056,0.773227597497844,0.7472602743360733,0.7687234526594687,0.7788329648780178,0.80724117264455,0.7811542153704686,0.8558424332852952,0.8341815796660749,0.782807454909272,0.7005083708370159,0.7790613160797776,0.7191057012317967,0.6885409241386383,0.7629910042561056,0.7777957763767883,0.8172480052518591,0.562817871966772,0.6767733093481294,0.6661466181858621,0.7540145630638074,0.7507039049293228,0.6697425538685087,0.7523385883190613,0.6932129917791707,0.7358896005410043,0.6312214350986969,0.7915960422928733
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.7951431804749091,0.7153058044196018,0.6503562115841612,0.7816146741110197,0.778809263640834,0.7320815606603214,0.6660074898866711,0.7932600719944696,0.6722245824532529,0.7180686422436268,0.7170799006456346,0.6746681798681589,0.7528410385005592,0.750758366156042,0.7359789041740703,0.8013774314767593,0.6152777642916805,0.7522255079684828,0.6955450444319035,0.6946948372149085,0.7174715217768837,0.7775120921452945,0.7198365152569072,0.7119537890708403,0.7423695944155773,0.6281393140770618,0.7645307775748641,0.7589104820222925,0.6392798180322318,0.7558865567578007,0.7995173440880372,0.7093956267674815,0.6462835014386651,0.732524695731582,0.774888367776137,0.7616847468784839,0.7005513263628155,0.8570071496590095,0.7658510814627159,0.7496333466747778,0.7665373294287742,0.7560423770821811,0.7270691249002814,0.7578042668912387,0.7198255854388628,0.734074546405853,0.7043424258929313,0.728838765858158,0.776068498886496,0.7779296319226793,0.7002253672015945,0.7800435606438536,0.788475582620718,0.7698475260709081,0.7202169265347069,0.8679076581167341,0.8581376892833288,0.6940436142302959,0.6819515631319444,0.6504152306040674,0.6773473040606097,0.7509886686481939,0.7289244896290972,0.7364140390785786,0.7555026938318825,0.5120909600886495,0.6598569337903593,0.6212961516840936,0.7288981552430652,0.7652044598390738,0.6834539360543609,0.7742866479271134,0.7005510566477992,0.7045729936120108,0.5768298119120324,0.7653235555963196
